21;022001006008;G S SOMBO ISAAC (EX EPP EECI);06;0;12;NOK;;;;;;210;182;392;;;;;;0,00%;;0;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
22;022001006009;G S MONTAIGNE;01;0;12;NOK;;;;;;238;186;424;;;;;;0,00%;;0;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
23;022001006009;G S MONTAIGNE;02;0;12;NOK;;;;;;242;182;424;;;;;;0,00%;;0;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
24;022001006009;G S MONTAIGNE;03;0;12;NOK;;;;;;241;178;419;;;;;;0,00%;;0;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
25;022001006009;G S MONTAIGNE;04;0;12;NOK;;;;;;230;186;416;;;;;;0,00%;;0;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
26;022001006009;G S MONTAIGNE;05;0;12;NOK;;;;;;188;228;416;;;;;;0,00%;;0;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
27;022001006009;G S MONTAIGNE;06;0;12;NOK;;;;;;218;198;416;;;;;;0,00%;;0;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
28;022001006009;G S MONTAIGNE;07;0;12;NOK;;;;;;226;190;416;;;;;;0,00%;;0;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
29;022001006009;G S MONTAIGNE;08;0;12;NOK;;;;;;229;187;416;;;;;;0,00%;;0;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
30;022001006013;FOYER POLYVALENT DES JEUNES DE MARCORY;01;0;12;NOK;;;;;;220;156;376;;;;;;0,00%;;0;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
31;022001006013;FOYER POLYVALENT DES JEUNES DE MARCORY;02;0;12;NOK;;;;;;202;166;368;;;;;;0,00%;;0;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
32;022001006013;FOYER POLYVALENT DES JEUNES DE MARCORY;03;0;12;NOK;;;;;;176;192;368;;;;;;0,00%;;0;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
33;022001006013;FOYER POLYVALENT DES JEUNES DE MARCORY;04;0;12;NOK;;;;;;204;164;368;;;;;;0,00%;;0;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
34;022001006015;GROUPE SCOLAIRE MEA KOUADIO;01;0;12;NOK;;;;;;206;202;408;;;;;;0,00%;;0;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
35;022001006015;GROUPE SCOLAIRE MEA KOUADIO;02;0;12;NOK;;;;;;221;187;408;;;;;;0,00%;;0;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
36;022001006015;GROUPE SCOLAIRE MEA KOUADIO;03;0;12;NOK;;;;;;202;201;403;;;;;;0,00%;;0;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
37;022001006015;GROUPE SCOLAIRE MEA KOUADIO;04;0;12;NOK;;;;;;207;193;400;;;;;;0,00%;;0;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
38;022001006015;GROUPE SCOLAIRE MEA KOUADIO;05;0;12;NOK;;;;;;194;206;400;;;;;;0,00%;;0;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
39;022001006015;GROUPE SCOLAIRE MEA KOUADIO;06;0;12;NOK;;;;;;207;193;400;;;;;;0,00%;;0;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
40;022001006015;GROUPE SCOLAIRE MEA KOUADIO;07;0;12;NOK;;;;;;208;192;400;;;;;;0,00%;;0;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
41;022001006015;GROUPE SCOLAIRE MEA KOUADIO;08;0;12;NOK;;;;;;211;189;400;;;;;;0,00%;;0;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
42;022001006020;GROUPE PRESCOLAIRE JEAN BAPTISTE MOCKEY;01;0;12;NOK;;;;;;194;238;432;;;;;;0,00%;;0;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
43;022001006020;GROUPE PRESCOLAIRE JEAN BAPTISTE MOCKEY;02;0;12;NOK;;;;;;204;228;432;;;;;;0,00%;;0;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
44;022001006020;GROUPE PRESCOLAIRE JEAN BAPTISTE MOCKEY;03;0;12;NOK;;;;;;192;240;432;;;;;;0,00%;;0;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
45;022001006020;GROUPE PRESCOLAIRE JEAN BAPTISTE MOCKEY;04;0;12;NOK;;;;;;188;244;432;;;;;;0,00%;;0;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
46;022001006020;GROUPE PRESCOLAIRE JEAN BAPTISTE MOCKEY;05;0;12;NOK;;;;;;194;237;431;;;;;;0,00%;;0;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
47;022001006020;GROUPE PRESCOLAIRE JEAN BAPTISTE MOCKEY;06;0;12;NOK;;;;;;199;225;424;;;;;;0,00%;;0;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
48;022001006020;GROUPE PRESCOLAIRE JEAN BAPTISTE MOCKEY;07;0;12;NOK;;;;;;197;227;424;;;;;;0,00%;;0;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
49;022001006021;G.S. YOBOU CLEMENT;01;0;12;NOK;;;;;;214;226;440;;;;;;0,00%;;0;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
50;022001006021;G.S. YOBOU CLEMENT;02;0;12;NOK;;;;;;225;215;440;;;;;;0,00%;;0;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
51;022001006021;G.S. YOBOU CLEMENT;03;0;12;NOK;;;;;;223;217;440;;;;;;0,00%;;0;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
52;022001006021;G.S. YOBOU CLEMENT;04;0;12;NOK;;;;;;229;211;440;;;;;;0,00%;;0;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
53;022001006021;G.S. YOBOU CLEMENT;05;0;12;NOK;;;;;;229;211;440;;;;;;0,00%;;0;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
54;022001006021;G.S. YOBOU CLEMENT;06;0;12;NOK;;;;;;233;207;440;;;;;;0,00%;;0;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
55;022001006021;G.S. YOBOU CLEMENT;07;0;12;NOK;;;;;;236;204;440;;;;;;0,00%;;0;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
56;022001006022;GROUPE SCOLAIRE ANOUMABO;01;0;12;NOK;;;;;;197;235;432;;;;;;0,00%;;0;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
57;022001006022;GROUPE SCOLAIRE ANOUMABO;02;0;12;NOK;;;;;;199;230;429;;;;;;0,00%;;0;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
58;022001006022;GROUPE SCOLAIRE ANOUMABO;03;0;12;NOK;;;;;;213;211;424;;;;;;0,00%;;0;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
59;022001006022;GROUPE SCOLAIRE ANOUMABO;04;0;12;NOK;;;;;;225;199;424;;;;;;0,00%;;0;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
60;022001006022;GROUPE SCOLAIRE ANOUMABO;05;0;12;NOK;;;;;;198;226;424;;;;;;0,00%;;0;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
61;022001006022;GROUPE SCOLAIRE ANOUMABO;06;0;12;NOK;;;;;;215;209;424;;;;;;0,00%;;0;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
62;022001006022;GROUPE SCOLAIRE ANOUMABO;07;0;12;NOK;;;;;;191;233;424;;;;;;0,00%;;0;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
63;022001006022;GROUPE SCOLAIRE ANOUMABO;08;0;12;NOK;;;;;;185;239;424;;;;;;0,00%;;0;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
64;022001006022;GROUPE SCOLAIRE ANOUMABO;09;0;12;NOK;;;;;;227;197;424;;;;;;0,00%;;0;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
65;022001006022;GROUPE SCOLAIRE ANOUMABO;10;0;12;NOK;;;;;;202;222;424;;;;;;0,00%;;0;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
66;022001006023;INSTITUT FROEBEL;01;0;12;NOK;;;;;;195;243;438;;;;;;0,00%;;0;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
67;022001006023;INSTITUT FROEBEL;02;0;12;NOK;;;;;;207;225;432;;;;;;0,00%;;0;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
68;022001006023;INSTITUT FROEBEL;03;0;12;NOK;;;;;;219;213;432;;;;;;0,00%;;0;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
69;022001006023;INSTITUT FROEBEL;04;0;12;NOK;;;;;;194;238;432;;;;;;0,00%;;0;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
70;022001006023;INSTITUT FROEBEL;05;0;12;NOK;;;;;;220;212;432;;;;;;0,00%;;0;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
71;022001006023;INSTITUT FROEBEL;06;0;12;NOK;;;;;;208;224;432;;;;;;0,00%;;0;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
72;022001006023;INSTITUT FROEBEL;07;0;12;NOK;;;;;;231;201;432;;;;;;0,00%;;0;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
73;022001006023;INSTITUT FROEBEL;08;0;12;NOK;;;;;;233;199;432;;;;;;0,00%;;0;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
74;022001006024;GROUPE SCOLAIRE ALIODAN-BAD;01;0;12;NOK;;;;;;213;235;448;;;;;;0,00%;;0;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
75;022001006024;GROUPE SCOLAIRE ALIODAN-BAD;02;0;12;NOK;;;;;;230;218;448;;;;;;0,00%;;0;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
76;022001006024;GROUPE SCOLAIRE ALIODAN-BAD;03;0;12;NOK;;;;;;251;196;447;;;;;;0,00%;;0;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
77;022001006024;GROUPE SCOLAIRE ALIODAN-BAD;04;0;12;NOK;;;;;;235;205;440;;;;;;0,00%;;0;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
78;022001006024;GROUPE SCOLAIRE ALIODAN-BAD;05;0;12;NOK;;;;;;247;193;440;;;;;;0,00%;;0;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
79;022001006024;GROUPE SCOLAIRE ALIODAN-BAD;06;0;12;NOK;;;;;;205;235;440;;;;;;0,00%;;0;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
80;022001006024;GROUPE SCOLAIRE ALIODAN-BAD;07;0;12;NOK;;;;;;252;188;440;;;;;;0,00%;;0;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
81;022001006024;GROUPE SCOLAIRE ALIODAN-BAD;08;0;12;NOK;;;;;;196;244;440;;;;;;0,00%;;0;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
82;022001006024;GROUPE SCOLAIRE ALIODAN-BAD;09;0;12;NOK;;;;;;208;232;440;;;;;;0,00%;;0;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
83;022001006024;GROUPE SCOLAIRE ALIODAN-BAD;10;0;12;NOK;;;;;;242;198;440;;;;;;0,00%;;0;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
84;022001006024;GROUPE SCOLAIRE ALIODAN-BAD;11;0;12;NOK;;;;;;247;193;440;;;;;;0,00%;;0;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
85;022001006024;GROUPE SCOLAIRE ALIODAN-BAD;12;0;12;NOK;;;;;;226;214;440;;;;;;0,00%;;0;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
